Cod. Municipio|Departamento|Municipio|Población municipio|Subregión PDET|ZOMAC|Valor agregado municipio|% Act. primarias municipio|% Act. secundarias municipio|% Act. terciarias municipio|% pobl. con educación media municipio|% pobl. con edu. técnica/tecnología municipio|% pobl. con pregrado municipio|% pobl. con posgrado municipio|% pobreza municipio|% informalidad municipio|% mujeres municipio|% jóvenes municipio|% pobl. con discapacidad municipio|% grupos étnicos municipio|% pobl. campesina municipio|% pobl. LGBT municipio
05055|Antioquia|Argelia|7903||1|87,95646565523663|33,072330611202034|6,450541914471788|60,477127474326174|15,59537914691943|2,340047393364929|1,643957345971564|0,5035545023696683|48,7|91,3|48,6903707452866|22,472478805516893|8,708530805687204|0,8738151658767772||
05059|Antioquia|Armenia|5314||0|61,960542435635936|23,66152269972556|6,234138067506752|70,10433923276767|14,19219691018591|2,487562189054727|1,702016234616392|0,5498821681068342|37,7|86,0|50,2822732404968|16,710575837410612|9,007593610892904|0,2618486514794449||
05079|Antioquia|Barbosa|55137||0|1298,155818962398|13,786499783923253|42,15468090075042|44,05881931532634|26,72207699354291|7,956297338963737|4,11108876823737|0,7082690975713296|22,2|78,0|50,36001233291619|22,837658922320763|7,268136827758786|0,5608061308845544||
05086|Antioquia|Belmira|6294||0|82,85707032593564|22,124847759571185|6,3341406899547215|71,54101155047408|20,26547018134231|4,46812488315573|1,645167320994578|0,4673770798280052|40,8|81,4|49,82523037813791|24,547187797902765|8,95494484950458|39,24097962235932||
05088|Antioquia|Bello|557071||0|6852,791993585148|0,5817102821774344|17,58673234830056|81,83155736952199|27,66232068412392|12,20146876640638|8,77275623001405|1,560071466961056|14,2|72,7|51,8257098287292|25,5181116949186|6,403804930888294|2,004353591297797||
05091|Antioquia|Betania|10718||0|232,58994673341363|54,00035962540856|6,41293806501005|39,5867023095814|12,99336360461055|2,922342531144487|2,025847013622075|0,4074979625101874|53,6|90,6|48,31125209927225|22,942713192759843|9,535452322738386|1,1177086971708||
05093|Antioquia|Betulia|16320||0|292,6744102139968|48,81538947636469|6,240257455221277|44,944353068414046|13,4993707359078|2,179240908789826|1,066437040471617|0,311320129827118|53,1|92,2|48,97671568627451|23,952205882352946|9,82976750347751|0,6491355898522886||
05101|Antioquia|Ciudad Bolívar|27229||0|417,9456113060086|29,169349932903494|6,148429798761492|64,68222026833502|17,51209280424639|4,130816317794615|2,893711741791875|0,7576730448182869|40,4|83,7|50,034889272466856|21,94718865915017|11,68186293394974|1,909164847395231||
05107|Antioquia|Briceño|8389|BAJO CAUCA Y NORDESTE ANTIOQUEÑO|1|116,25802562329432|33,24695512846087|5,128996635984551|61,62404823555456|10,52808610830811|3,901782711066263|2,270433905146317|0,3195425496131853|55,4|85,7|47,84837286923352|24,71093098104661|17,22166162125799|0,5718129835183317||
05113|Antioquia|Buriticá|9849||0|930,645888580328|91,82387392876753|0,6233450643432006|7,552781006889268|16,43946551491429|2,281009582939668|1,241733027399109|0,3779187474692941|51,3|83,2|47,94395370088334|24,713168849629405|4,656498852746659|0,3644216493453907||
05120|Antioquia|Cáceres|30642|BAJO CAUCA Y NORDESTE ANTIOQUEÑO|1|422,8384907422845|19,015624183173863|5,833536775895317|75,15083904093082|12,91761148904006|2,014361300075586|0,8616780045351473|0,2343159486016629|66,4|93,2|47,88851902617323|24,49905358658051|9,153439153439152|8,582766439909296||
05125|Antioquia|Caicedo|8727||1|122,1648656365382|37,590033064904446|6,226707329715514|56,18325960538005|13,69335993160445|2,650327728697635|1,809632373895697|0,6269592476489028|54,6|93,3|50,120316259883126|24,154921507963792|13,85009974351667|0,2422342547734397||
05129|Antioquia|Caldas|84631||0|1396,657034921526|7,536087680401566|27,47119088610286|64,99272143349553|27,65932336742722|11,22738001573564|6,584054550222922|1,222134801993181|16,0|66,9|52,43941345369901|23,003391192352684|11,61028061893522|0,6058221872541306||
05134|Antioquia|Campamento|9587||1|83,61665579519939|10,355118127436665|7,329892142142028|82,3149897304213|11,248654467169|2,381593110871906|1,036060279870829|0,3229278794402584|59,3|91,1|48,54490455825597|24,24115990403672|13,06512378902045|0,2960172228202368||
05138|Antioquia|Cañasgordas|16097||0|212,9182181471523|27,88086463574472|7,173453381962415|64,94568198229287|21,63295329165134|3,243839646929018|1,596175064361898|0,6767193821257815|45,3|89,4|49,76703733614959|22,48866248369261|6,987863184994484|0,3677822728944465||
05142|Antioquia|Caracolí|4744||0|62,24073579212045|17,35101403513368|6,624242625391028|76,0247433394753|17,69599193345097|4,915553314847492|1,638517771615831|0,7562389715149987|35,9|84,7|49,70489038785835|19,561551433389543|11,54524829846231|0,3024955886059995||
05145|Antioquia|Caramanta|4869||0|77,82507164505566|33,735012848977256|6,8692311972177205|59,39575595380502|16,53783087374092|3,5605528226751|1,897399859451862|0,8667135160459125|30,5|85,7|50,3388786198398|18,874512220168413|11,15015226048255|0,3747950339657999||
05147|Antioquia|Carepa|51328|URABÁ ANTIOQUEÑO|1|1395,1791063114597|58,000546592265934|6,272122563969043|35,727330843765046|23,01462904911181|5,192006269592476|2,967171717171717|0,6269592476489028|34,4|76,3|50,38575436408978|27,939915835411476|4,099181469871125|24,9085684430512||
05148|Antioquia|El Carmen de Viboral|63183||0|788,3027921562418|15,49606219332776|7,045571281518328|77,45836652515389|25,93560584996942|7,297632949637621|6,519119909544199|1,362397820163488|18,5|69,1|50,74466233005713|24,38788914739724|13,31071938312109|0,3410628556599752||
05150|Antioquia|Carolina|4154||0|64,76393636546892|25,114538787610098|6,307493986228671|68,5779672261612|24,94765180975172|7,38857313790009|4,666467244989531|1,854621597367634|20,4|75,1|50,9388541165142|19,6437168993741|6,76039485492073|1,405922823810948||
05154|Antioquia|Caucasia|96148|BAJO CAUCA Y NORDESTE ANTIOQUEÑO|1|2277,1446728072465|51,595128345929375|3,2771055712658983|45,127766082804726|21,72527355784553|6,716479573167133|3,77019960574619|0,9632069124260774|36,0|87,7|51,3437617007114|25,417065357573744|4,99781625883825|5,341312841578431||
05172|Antioquia|Chigorodó|61211|URABÁ ANTIOQUEÑO|1|1118,2078179789798|37,66232008831903|6,346889749952767|55,99079016172822|23,09049024548269|5,131020084947088|2,63839896335757|0,5507162911237492|37,7|80,5|51,96124879515119|27,351293068239368|6,272046648909366|53,55445972212224||
05190|Antioquia|Cisneros|10253||0|135,42716513567038|4,835699190043004|7,776688028493719|87,38761278146326|25,72390572390572|6,924803591470257|2,312008978675645|1,032547699214366|28,8|82,7|52,63825221886277|20,910952891836533|11,59371492704826|1,301907968574635||
05197|Antioquia|Cocorná|16201||1|178,1472853715306|13,090940648816837|10,252451091749782|76,6566082594334|15,83802482534084|3,561012005697619|2,143390083429424|0,7664654412263447|42,9|85,8|50,72526387260046|20,99870378371705|16,43491826629587|0,5833276809333243||
05206|Antioquia|Concepción|4965||1|66,00976040821463|32,23376713741794|8,312771958877791|59,45346090370426|18,31808943089431|5,284552845528456|2,489837398373984|0,660569105691057|33,0|85,2|48,29808660624371|19,31520644511581|7,088414634146341|0,3048780487804878||
05209|Antioquia|Concordia|22352||0|348,8318438026768|40,28140122380685|6,631563926265415|53,087034849927726|15,0232991612302|2,342342342342342|1,708605156881019|0,4411307859583722|48,5|88,2|50,22816750178954|22,4588403722262|12,10935073004039|0,3852127990059024||
05212|Antioquia|Copacabana|82781||0|1649,697640679002|0,6704718337032304|44,706452427231085|54,623075739065705|27,25454046208763|12,70021836059572|9,756926738058812|2,105153048549275|11,6|70,5|51,46470808518863|23,525929863132845|15,59513068947031|0,9688934217236104||
05234|Antioquia|Dabeiba|24168|URABÁ ANTIOQUEÑO|1|332,9203680072359|38,138831735959386|5,689526092693607|56,17164217134702|12,92864374697363|3,385130078795616|1,853237663423867|0,5150327948232601|60,5|92,1|49,34210526315789|24,13108242303873|11,03138618655632|21,40687590791038||
05237|Antioquia|Donmatías|20020||0|540,0429294682579|45,36543893335266|8,576246476519975|46,058314590127374|22,61402027027027|5,996621621621621|3,695101351351351|0,7319819819819819|19,7|80,2|53,481518481518485|24,405594405594407|4,082207207207207|0,4504504504504505||
05240|Antioquia|Ebéjico|12605||0|196,91900896285145|41,25587616376716|7,110306424930202|51,633817411302616|15,5155736119172|3,153414586960727|2,108725091893983|0,7931901721803056|39,1|85,9|49,11543038476795|17,969059896866323|19,48152447281873|0,4836525440123816||
05250|Antioquia|El Bagre|55363|BAJO CAUCA Y NORDESTE ANTIOQUEÑO|1|1186,9498168108094|58,272089096064725|2,752384511948283|38,97552639198702|16,42248436253726|4,034255488854372|2,273204315519919|0,4659753998572688|53,7|91,7|50,85165182522623|25,750049672163723|2,138869065110617|6,5068636917006||
05264|Antioquia|Entrerríos|11873||0|481,6905225706587|19,185015742629545|51,23318754634367|29,581796711026765|24,27437641723356|7,07482993197279|4,535147392290249|0,9183673469387756|23,1|68,5|50,28215278362672|24,15564726690811|10,18140589569161|0,4308390022675737||
05266|Antioquia|Envigado|244188||0|10247,13131763377|0,2832059123983897|25,03302523886413|74,6837688487375|21,87236686641216|11,92541788859756|22,63777025659372|8,95606697515028|4,9|62,4|54,07145314266057|19,719642242862054|5,690157552592063|0,7145647886196849||
05282|Antioquia|Fredonia|25541||0|409,20328109771214|37,533257976192175|6,861870839960638|55,604871183847216|20,6652474720596|3,384779137839276|2,341671101649814|0,952634379989356|31,6|78,4|49,85709251791238|19,454993931326104|9,34007450771687|0,9260244811069718||
05284|Antioquia|Frontino|21525||1|270,4438903766975|26,58618766761761|7,469881160478652|65,94393117190373|15,61817820996229|3,378646556856519|2,178011510220282|1,026989482040087|51,3|90,7|50,18350754936121|22,801393728223|8,439174439372891|19,43341932923199||
05306|Antioquia|Giraldo|5857||0|67,39482932002699|23,139305470892925|6,066086904549133|70,79460762455795|22,18706743128337|1,839035000988729|1,799485861182519|0,553687957286929|33,4|84,7|48,69387058220932|22,60542940071709|6,26853865928416|0,2966185485465691||
05308|Antioquia|Girardota|54986||0|3003,698596965853|9,176249415792997|59,61000745557058|31,21374312863643|27,66846773371394|10,75746763176674|7,876440004077888|1,28045672341727|13,9|69,4|51,03662750518314|23,287745971701888|11,53838311754511|6,167805076970129||
05310|Antioquia|Gómez Plata|10225||0|437,5620120193359|10,02734080920789|6,401649453784315|83,57100973700778|19,39283545840923|5,707346690953248|1,967213114754099|0,7528840315725561|34,1|81,1|50,54278728606357|19,30562347188264|15,591985428051|0,8136004857316333||
05313|Antioquia|Granada|10587||1|106,881430509503|20,57067414172697|6,2842277572883285|73,14509810098471|14,27640156453716|2,705345501955672|2,238157322903085|0,7062146892655368|33,4|84,4|50,32587135165769|21,535845848682342|16,22120817036071|3,053020425901782||
05315|Antioquia|Guadalupe|6860||1|76,26799947123843|15,73300420306786|7,435351659779858|76,83164413715225|17,53484959647836|4,42039618488628|1,559060895084373|0,4768892149669846|41,1|80,2|49,21282798833819|23,36734693877551|9,574468085106384|0,623624358033749||
05318|Antioquia|Guarne|58715||0|1486,1119464809915|5,248568335800255|53,19683724612712|41,55459441807265|28,17411764705882|9,00470588235294|6,910588235294117|1,6|17,0|72,6|50,535638252576|22,602401430639528|5,20235294117647|0,548235294117647||
05321|Antioquia|Guatapé|8862||0|444,9487460272266|0,9592679403980594|6,2046910878877455|92,8360409717142|24,05512929809605|10,96902529127593|7,70105143506678|1,520318272236431|11,4|77,8|51,354096140826|22,128187767998195|4,816709292412617|0,4688832054560955||
05347|Antioquia|Heliconia|5636||0|145,727310521805|17,07484311129523|6,190953932900955|76,7342029558038|14,41919728180081|5,075387555744319|1,465279252495222|0,4034826927160756|37,5|80,4|47,764371894960966|19,41092973740241|19,55829263113187|0,594606073476322||
05353|Antioquia|Hispania|5742||0|82,52679152555528|29,612148181691616|6,889501675619187|63,498350142689176|19,67676767676767|4,989898989898991|2,767676767676768|0,6464646464646464|36,9|79,1|50,38314176245211|21,15987460815047|15,55555555555556|1,01010101010101||
05360|Antioquia|Itagüí|294328||0|9124,903153536989|0,0112090647733882|37,857982653733416|62,13080828149322|28,93761487399936|12,58791183752829|9,883720930232558|1,825832029529264|10,9|69,0|52,49041885243674|23,4592019787448|9,030805219266933|0,9482326492792368||
05361|Antioquia|Ituango|28393|BAJO CAUCA Y NORDESTE ANTIOQUEÑO|1|280,67870973587725|21,49038453081956|6,359653905757348|72,1499615634231|25,19761183989236|2,846451395896401|1,744870501177262|0,4919273461150353|57,6|89,3|39,34772655231924|24,738491881801853|6,82811974436596|2,598385469223007||
05364|Antioquia|Jardín|15257||0|276,4684416644657|35,861751473343986|6,823615450824034|57,31463307583201|21,8964625950816|4,128203234620782|4,106048297762351|0,8788124953843882|28,5|85,8|50,44241987284526|21,131284000786525|10,88545897644192|11,47625729266672||
05368|Antioquia|Jericó|14211||0|555,3393549075593|63,61870016416782|6,326899937762742|30,05439989806945|21,65763524917829|4,797015190548104|3,340143910455716|1,492404725948299|25,8|80,0|50,39054253747097|19,38639082400957|9,40747979035267|0,2309673980634272||
05376|Antioquia|La Ceja|69202||0|1012,7992388443178|6,344822168418002|10,336551877347938|83,31862595423407|26,18125484120837|9,044219176236822|9,375947192941098|1,702421446132085|11,5|65,3|51,73983410884079|23,52244154793214|4,945610076448995|0,3738254807530395||
05380|Antioquia|La Estrella|76291||0|2304,7807008161853|0,3472843526882514|51,42987418817514|48,22284145913662|27,685213830085|11,59971125940985|10,85576228988966|3,114273508050854|9,2|65,5|51,5578508605209|23,19408580304361|9,149835741960196|0,5627495175380445||
05390|Antioquia|La Pintada|8459||0|197,18358121273693|5,4502392807305|32,31831194541066|62,23144877385883|21,26912465512917|5,329821921244044|2,119388011035866|0,5517933283170303|31,2|73,1|49,50939827402766|26,06691098238563|10,62202157010283|1,203912716328066||
05400|Antioquia|La Unión|22692||0|340,7343376981287|17,51228429721899|12,434834167503318|70,05288153527768|19,57243969377438|6,013770523376186|4,367085560209929|0,6451923539891183|23,0|78,9|50,921029437687295|24,64304600740349|14,27608454908758|0,2503731522942848||
05411|Antioquia|Liborina|10466||0|139,4258473703591|26,712093450669244|6,402667989038424|66,88523856029231|17,29313824419778|4,515640766902119|2,434409687184662|0,4919273461150353|43,3|89,6|48,85343015478693|19,864322568316453|17,29313824419778|0,4414732593340061||
05425|Antioquia|Maceo|8559||0|133,1306472028139|32,67088236919232|6,067962326117648|61,26115530469001|18,15814718377415|4,385363848156777|1,726737015211731|0,5755790050705769|36,0|84,3|50,48486972777193|20,99544339291973|10,49746471152528|0,8222557215293956||
05440|Antioquia|Marinilla|68738||0|1544,7438432922254|15,014046066033668|38,79453222964219|46,19142170432415|26,48379503892812|7,285895346731848|6,720984971935542|1,606011225783089|15,4|74,5|51,10564753120544|24,552649189676742|7,890639145391997|0,4055766793409379||
05467|Antioquia|Montebello|6906||1|106,32693619839525|23,901452072580355|18,7581830972018|57,34036483021785|16,85087570141133|2,856657031117157|1,122258119367455|0,4421016833871791|39,5|86,3|49,44975383724298|18,607008398494063|18,87434109845264|0,3400782179901378||
05475|Antioquia|Murindó|5235|CHOCÓ|1|52,75218894231483|5,065035650226504|6,066086904549135|88,86887744522436|9,67255493321844|3,920723825937096|2,024989228780698|0,4954760878931495|81,5|89,0|49,45558739255014|24,068767908309454|6,785868160275744|93,47264110297286||
05480|Antioquia|Mutatá|14775|URABÁ ANTIOQUEÑO|1|231,09737284625112|32,857894243465104|5,870886730886015|61,27121902564888|14,56333782819069|3,553581343697946|1,808519076703419|0,3886729594669628|57,8|89,2|49,346869712351946|25,211505922165824|8,598397715554851|26,19973030855874||
05483|Antioquia|Nariño|10629||1|129,27332219515128|29,78198173058121|10,859996367714103|59,358021901704696|13,21631988841102|1,976054864582123|1,406486109496687|0,3254678600488202|51,8|90,9|49,03565716436165|21,027377928309345|11,99581541322794|0,3487155643380216||
05490|Antioquia|Necoclí|44743|URABÁ ANTIOQUEÑO|1|647,9166344293383|28,807471299362643|6,323534678857788|64,86899402177956|16,51483602290473|3,763664757938574|2,121290994273816|0,5127537740760021|62,7|91,5|50,71854815278367|24,991618800706256|6,634565330557002|51,69963560645498||
05495|Antioquia|Nechí|27451|BAJO CAUCA Y NORDESTE ANTIOQUEÑO|1|322,42778746937256|27,04918689795205|5,388107425352676|67,56270567669527|13,48790825230616|3,806199617717942|1,583146347544253|0,3781268179173938|61,5|93,3|48,38075115660632|24,30876835087975|5,115100141278152|12,76074129477271||
05501|Antioquia|Olaya|3269||0|47,65550108166173|24,85631396255645|6,202790243034059|68,94089579440947|18,2052225082751|4,74439132033836|1,655020228025009|0,4045605001838912|33,4|87,0|49,55643927806669|19,700214132762312|9,856564913571166|1,213681500551673||
05541|Antioquia|Peñol|22217||0|560,9489119339125|62,98469373352288|6,600670813666869|30,414635452810263|23,78678511937812|4,863964464186563|3,759022765130483|0,8384230982787341|20,0|83,3|51,17252554350272|21,821127965071792|12,18767351471405|0,4775124930594115||
05543|Antioquia|Peque|8504||0|89,78558530037688|24,55253443463157|6,211875028245074|69,23559053712336|11,87980433263452|3,074772886093641|1,747030048916842|0,3354297693920335|53,5|90,6|47,29539040451552|24,212135465663216|16,04472396925227|0,8106219426974143||
05576|Antioquia|Pueblorrico|9041||0|126,71339529640998|33,18319468471424|8,054340648246388|58,76246466703935|16,12052207720078|2,763121355179117|1,499583449041933|0,708136628714246|45,7|89,3|50,0718947019135|21,23658887291229|18,63371285753957|2,721466259372397||
05579|Antioquia|Puerto Berrío|41480||1|730,5926496359609|12,175818860210072|8,535849812166123|79,28833132762382|21,93146925355289|7,703595011005136|2,709165511806745|1,038015271324149|32,1|79,2|49,96142719382835|24,05255544840887|8,30683948805739|4,119453275726203||
05585|Antioquia|Puerto Nare|14993||0|549,5432170056503|24,881487643699764|10,226530327157535|64,8919820291427|20,22037661376531|6,126140942356714|2,549132472658499|0,4275964147685223|33,1|81,9|50,29013539651837|19,72253718401921|14,7438533015377|3,174081078858647||
05591|Antioquia|Puerto Triunfo|19222||0|233,61151781128055|7,821572716368797|11,992516467771717|80,18591081585949|22,10550751552434|3,708432476350763|2,008008821310429|0,5049039521792119|29,3|79,0|45,3126625741338|26,110706482155862|8,136498171899484|0,9633799547327492||
05604|Antioquia|Remedios|30001|BAJO CAUCA Y NORDESTE ANTIOQUEÑO|1|1513,0755417318735|81,70285015048086|1,3743680823745557|16,92278176714458|17,5277407900577|3,919218819351975|1,442521083000444|0,4482911673324456|42,1|80,7|50,191660277990735|25,519149361687944|4,806924101198402|0,9631602308033732||
05607|Antioquia|Retiro|25017||0|590,6571489483174|13,681240386105484|8,439258563022658|77,87950105087185|22,96135265700483|7,685990338164252|12,45410628019324|4,521739130434783|11,7|64,9|51,29711795978734|20,31818363512811|4,599033816425121|0,2946859903381642||
05615|Antioquia|Rionegro|144418||0|4425,166706402739|1,241005377807486|49,40980213409328|49,349192488099234|25,61426116838488|10,08161512027491|12,0893470790378|2,671821305841924|9,5|68,1|51,03380465038983|23,55592793142129|3,68041237113402|0,6632302405498283||
05628|Antioquia|Sabanalarga|9491||0|101,21294421000508|25,549367667492454|6,492727961669679|67,95790437083785|15,70279586365377|3,204391676241542|1,302183071620069|0,3574620196604111|52,8|91,7|47,67674639131809|24,338847329048573|9,191880505553428|1,480914081450275||
05631|Antioquia|Sabaneta|88227||0|3762,277325608286|0,1874659451994972|36,89174109220812|62,9207929625924|22,8883699891194|13,12639827866548|21,64382556817487|8,040637187182904|4,5|58,7|53,53689913518538|21,19079193444184|6,165262784698705|0,7738670122376126||
05642|Antioquia|Salgar|18981||1|367,88837593228016|51,80219760628086|6,257408825529796|41,94039356818933|13,93359523507794|2,236725383348118|1,393993156760867|0,3991889494360664|49,7|87,5|50,039513197407935|22,722722722722725|11,65885185654543|0,6653149157267774||
05647|Antioquia|San Andrés de Cuerquía|7531||1|91,5942021118694|27,51043885901782|6,322414730587253|66,16714641039493|18,44320889594917|3,304209690230341|1,620333598093725|0,4606830818109611|48,5|83,9|48,82485725667242|24,113663524100385|3,415409054805401|0,7307386814932486||
05649|Antioquia|San Carlos|16687||1|1018,11221130691|2,320204635969258|6,166729296654981|91,51306606737576|19,49585635359116|4,261049723756906|2,645027624309392|0,6284530386740331|30,5|86,1|49,11008569545155|21,23808953077246|10,52486187845304|0,393646408839779||
05652|Antioquia|San Francisco|5901||1|84,29671761635228|9,175522454410345|6,424545308188587|84,39993223740106|12,618825722274|3,85834109972041|1,397949673811743|0,5032618825722275|46,4|85,3|50,194882223351975|21,64039993221488|13,12208760484623|0,6337371854613234||
05656|Antioquia|San Jerónimo|16220||0|223,4209354392133|11,124694447776385|6,265789313284858|82,60951623893877|24,66940264477884|5,152758777929776|3,625170998632011|1,025991792065663|30,5|82,0|50,99260172626388|22,681874229346484|4,772761817905457|0,3419972640218878||
05658|Antioquia|San José de La Montaña|3851||0|44,501355273769306|13,50064766221922|6,892471575710624|79,60688076207019|20,66395663956639|4,336043360433604|2,235772357723577|1,050135501355014|34,0|77,8|51,20747857699299|25,915346663204364|4,911924119241192|0,9485094850948508||
05659|Antioquia|San Juan de Urabá|21338||0|222,31527094047644|23,51353298108044|6,219619160316506|70,26684785860304|17,92216886754702|3,561424569827931|1,790716286514606|0,3201280512204882|61,1|92,0|50,85293841972069|24,20095604086606|4,846938775510204|52,42597038815526||
05660|Antioquia|San Luis|13564||1|138,32549599232894|7,222424626164694|7,980844941888658|84,79673043194664|19,05575539568345|5,602517985611511|2,212230215827338|0,3956834532374101|32,4|82,1|51,08375110586848|22,559716897670302|4,757194244604317|0,5035971223021583||
05664|Antioquia|San Pedro de Los Milagros|23193||0|1053,6092559714034|11,424978545599338|60,862690965859045|27,712330488541603|28,0098136573398|8,551901396109587|6,028389508732987|1,162451077749869|19,5|75,0|51,877721726382966|24,576380804553096|7,50043810970267|0,3621706875401601||
05665|Antioquia|San Pedro de Urabá|32615|URABÁ ANTIOQUEÑO|1|326,5132103749052|18,151379355894445|6,198662931407661|75,64995771269788|17,1782356602352|2,977691879319946|1,706685884626724|0,4258525239951519|62,3|92,3|48,79963207113291|24,90878430170167|5,375569168277263|2,994070822550529||
05667|Antioquia|San Rafael|16352||1|262,6497639063315|7,088509114825896|7,042588922908346|85,86890196226578|20,21784067419303|6,614724121481953|2,472571155986643|0,620130386388933|36,8|83,1|50,14677103718199|21,636497064579256|16,43345523930673|0,5008745428525998||
05670|Antioquia|San Roque|22563||0|247,99209338476544|21,925086671588847|8,202001996225158|69,87291133218598|18,62634892086331|4,119829136690647|2,236960431654676|1,062275179856115|40,8|87,8|49,53242033417542|22,04937286708328|15,8273381294964|0,3147482014388489||
05674|Antioquia|San Vicente|23140||0|345,85268739708806|42,755034591036114|6,194463230915413|51,0505021780485|19,89917456096615|4,476206304359869|3,451332336158661|0,814359315273392|27,8|85,7|47,9343128781331|22,7571305099395|5,983048030580023|0,1495762007645006||
05679|Antioquia|Santa Bárbara|27493||0|379,6441632691768|32,9970535287881|6,5581619064032814|60,44478456480865|20,74443940081706|5,306400363141171|2,555605991829323|0,581025873808443|28,1|81,8|50,47466627868912|20,303349943622013|8,034498411257376|0,4493871992737176||
05686|Antioquia|Santa Rosa de Osos|38420||0|1312,7323519607544|35,82398347970825|24,29023305493444|39,885783465357314|23,5169150545595|5,17269128013648|3,666269675218077|0,769305050374996|30,9|77,9|50,39562727745965|25,48932847475273|4,068625873112949|0,4892651366401648||
05690|Antioquia|Santo Domingo|12836||1|462,5015150304299|73,40307489685458|4,783832846860232|21,813092256285184|20,36582873492745|3,852442264459432|2,043735949315348|0,633558144287758|41,5|85,4|48,15363041445933|21,68899968837644|13,16165951359084|0,5722460658082975||
